weight,imgName,area,perimeter,min_rect_width,min_rect_high,approx_area,approx_perimeter,extent,hull_perimeter,hull_area,solidity,max_defect_dist,sum_defect_dist,equi_diameter,ellipse_long,ellipse_short,eccentricity,volume,maxHeight,minHeight,max2min,meanHeight,mean2min,mean2max,stdHeight,heightSum
1.95,59.1_Depth-0.png,49588.5,1127.6193997859957,199.09320068359372,418.309326171875,50228.5,1021.0198211669922,0.5845977011494253,1004.0931880474092,56370.0,0.8796966471527409,10688,30351,251.27283809456927,393.5940551757813,176.391845703125,0.9779505156325846,705951.5,111,84,27,98.31117849532863,14.311178495328631,12.688821504671369,5.293290815321572,4798372
1.51,10.7_Depth-0.png,27465.0,825.4112493991852,329.73956298828125,127.7084732055664,27331.5,761.0341663360596,0.5788198103266596,761.645870923996,30410.5,0.9031420068726262,3846,17021,187.00140132135704,327.1133117675781,120.97017669677734,0.9876176586016618,1077751.0,160,106,54,120.86913265306124,14.869132653061229,39.13086734693877,3.502149773752795,3316649
1.12,29.4_Depth-0.png,39043.0,984.2051856517792,144.49049377441406,398.5433654785156,40312.5,904.9813480377196,0.4767620768817467,909.2829211950302,41933.5,0.9310694313615606,2531,17113,222.9598428979868,421.70013427734375,133.044921875,0.9918646019731746,1467858.0,137,90,47,100.1763718961334,10.17637189613339,36.82362810386661,3.81843573594747,3881033
1.78,114.2_Depth-0.png,42398.5,1048.1391705274582,160.02865600585938,396.0439147949219,43068.0,940.375919342041,0.633002388772768,945.454888343811,45275.0,0.9364660408614024,2780,21618,232.34338130761077,390.71533203125,153.91751098632812,0.9874400121588184,1645541.5,137,98,39,103.20169067155854,5.201690671558538,33.79830932844146,2.3293117795020626,4163053
1.73,5.3_Depth-0.png,25417.0,852.4406862258911,338.42724609375,126.94525146484376,25428.0,787.7013759613037,0.5066175004983058,780.5651715993881,29666.5,0.8567576222338328,5292,18582,179.89421755168684,314.4220275878906,118.30453491210938,0.9885288790556652,347158.0,128,91,37,115.64735376044568,24.64735376044568,12.352646239554318,7.81683178108084,2906218
1.7,159.4_Depth-0.png,53252.5,1342.8397414684296,535.0722045898438,179.2563934326172,51570.5,1214.0396842956543,0.3726165902809362,1201.5923640727997,65636.5,0.8113244917081197,10662,33987,260.39045461769376,533.2642211914062,162.3668975830078,0.9954859184187492,4304231.5,175,70,105,94.71473898919696,24.714738989196945,80.28526101080305,10.341768151488743,5014956
1.84,174.5_Depth-0.png,40727.5,1099.2417632341385,386.5467529296875,199.51193237304688,40858.5,997.3918781280518,0.3906827054975203,978.5122898817062,51557.0,0.7899509280989973,11533,24211,227.71882565611773,389.78167724609375,186.74118041992188,0.9793208689395178,630397.5,113,87,26,98.3023958023958,11.302395802395807,14.697604197604193,3.8286203818700346,3971810
1.64,62.5_Depth-0.png,33915.0,840.1219253540039,304.1850280761719,162.8999481201172,33239.5,768.2775459289551,0.5579593314030008,769.3427340984344,36187.5,0.93720207253886,3115,19532,207.80259661441443,301.84576416015625,148.47462463378906,0.9728922374389138,734261.0,125,85,40,103.80909225529396,18.809092255293947,21.190907744706053,6.588408006158135,3505114
1.72,53.1_Depth-0.png,36127.0,964.1808000802994,337.6404113769531,175.98336791992188,34773.0,883.2476119995117,0.5089026623468094,865.0391746759415,45897.0,0.787132056561431,12875,24641,214.47220107195065,363.091064453125,167.24774169921875,0.977319412443152,2423514.0,170,91,79,103.44943101193624,12.449431011936229,66.55056898806377,3.665044570802373,3718076
1.57,71.1_Depth-0.png,32932.5,858.3645657300949,334.59619140625,155.79197692871094,32471.5,786.3300886154175,0.5265829868883914,785.8946716785431,36287.5,0.9075439200826732,5476,20101,204.77050888004047,312.15106201171875,150.73587036132812,0.9642524888547874,1605633.5,151,95,56,104.45708081278114,9.457080812781143,46.54291918721886,3.768660705735149,3367174
1.34,49.6_Depth-0.png,24100.5,687.085348367691,255.7261962890625,141.6342010498047,23865.5,634.2454605102539,0.657513504665248,636.4610775709152,25169.0,0.9575469823989828,2789,12590,175.17337025898027,234.9353485107422,132.943115234375,0.957408647457048,276499.5,137,108,29,124.73278634452048,16.73278634452049,12.267213655479509,4.885373586991501,3025269
2.17,17.7_Depth-0.png,28948.0,874.9503514766693,344.72222900390625,139.38400268554688,28580.5,799.4431991577148,0.4792635883511862,799.029564499855,32384.5,0.8938844200157483,4487,21384,191.9836929038336,324.713134765625,124.27001190185548,0.9902471077926112,425608.0,133,99,34,118.95911348872755,19.959113488727557,14.040886511272449,6.029129036211727,3424476
